schema_version,customer_id,driver_id,persona_type,service_month,month,selected_policy_id,basis_status,basis_trip_count,scored_trip_count,dbscan_cluster_count,living_zone_departure_p90_raw_m,living_zone_departure_p90_threshold_m,living_zone_departure_threshold_sample_count,living_zone_departure_threshold_percentile,monthly_total_distance_km,monthly_annualized_distance_km,in_zone_distance_km,out_zone_distance_km,in_zone_distance_ratio,out_zone_distance_ratio,out_zone_ratio_delta,baseline_night_ratio,monthly_night_ratio,night_ratio_delta,baseline_risk_rate_per_100km,monthly_risk_rate_per_100km,risk_rate_delta_per_100km,monthly_risk_signal_count,in_zone_night_ratio,in_zone_risk_rate_per_100km,out_zone_night_ratio,out_zone_risk_rate_per_100km,mileage_score,in_zone_safe_driving_score,out_zone_safe_driving_score,out_zone_pattern_change_risk,monthly_integrated_evidence_score,score_role,existing_living_zone_trip_count,candidate_living_zone_trip_count,out_zone_safe_driving_trip_count,out_zone_pattern_change_risk_trip_count,dominant_interpretation,reason_codes,scenario_phase
senior-monthly-score-table/v1,cust_004,driver_004,stable_local_low_mileage,2026-06,6,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,21,11,1,809.77,809.77,21,0.9,213.2,2558.4,159.73,53.47,0.7492,0.2508,0.104,0.0,0.0,0.0,0.9417,0.469,-0.4726,1,0.0,0.6261,0.0,0.0,78.68,96.24,100.0,13.5,89.78,annual_decision_evidence_not_monthly_discount,8,0,3,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_004,driver_004,stable_local_low_mileage,2026-07,7,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,22,10,1,675.6,675.6,22,0.9,218.4,2620.8,64.15,154.25,0.2937,0.7063,0.4585,0.0,0.0,0.0,0.4776,0.9158,0.4381,2,0.0,0.0,0.0,1.2966,78.16,97.52,85.74,40.19,81.81,annual_decision_evidence_not_monthly_discount,3,0,5,2,out_zone_safe_driving,LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_004,driver_004,stable_local_low_mileage,2026-08,8,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,20,12,2,616.33,616.33,20,0.9,228.8,2745.6,130.2,98.6,0.5691,0.4309,0.1499,0.0,0.0,0.0,0.4902,0.8741,0.3839,2,0.0,0.768,0.0,1.0142,77.12,95.39,92.8,21.91,85.93,annual_decision_evidence_not_monthly_discount,7,2,2,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_004,driver_004,stable_local_low_mileage,2026-09,9,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,21,11,2,787.37,787.37,21,0.9,223.6,2683.2,202.51,21.09,0.9057,0.0943,0.0015,0.0,0.0,0.0,0.9488,0.8945,-0.0543,2,0.0,0.0,0.0,9.4832,77.64,100.0,47.84,2.9,82.28,annual_decision_evidence_not_monthly_discount,10,0,0,1,existing_living_zone,LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_004,driver_004,stable_local_low_mileage,2026-10,10,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,22,10,2,803.66,803.66,22,0.9,226.2,2714.4,203.62,22.58,0.9002,0.0998,-0.1054,0.0,0.0,0.0,0.9219,0.8842,-0.0377,2,0.0,0.9822,0.0,0.0,77.38,94.11,100.0,3.0,90.85,annual_decision_evidence_not_monthly_discount,9,0,1,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_004,driver_004,stable_local_low_mileage,2026-11,11,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,20,10,2,832.41,832.41,20,0.9,215.8,2589.6,154.37,61.43,0.7153,0.2847,0.091,0.0,0.0,0.0,0.9325,0.9268,-0.0057,2,0.0,1.2956,0.0,0.0,78.42,92.23,100.0,13.62,88.47,annual_decision_evidence_not_monthly_discount,7,0,3,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_004,driver_004,stable_local_low_mileage,2026-12,12,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,19,10,1,951.4,951.4,19,0.9,226.2,2714.4,106.9,119.3,0.4726,0.5274,0.3073,0.0,0.0,0.0,0.9537,0.8842,-0.0696,2,0.0,0.0,0.0,1.6764,77.38,99.67,87.23,38.0,82.96,annual_decision_evidence_not_monthly_discount,5,0,3,2,existing_living_zone,LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-01,1,policy_30_30_20_20_p20_a75,pre_policy_60_day_dbscan,30,13,1,1326.14,1326.14,30,0.9,280.8,3369.6,255.45,25.35,0.9097,0.0903,-0.1091,0.0,0.0,0.0,0.6759,0.7123,0.0363,2,0.0,0.7829,0.0,0.0,71.92,95.3,100.0,2.49,89.67,annual_decision_evidence_not_monthly_discount,12,0,1,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-02,2,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,26,14,1,1403.7,1403.7,26,0.9,262.8,3153.6,206.8,56.0,0.7869,0.2131,0.0196,0.0,0.0,0.0,0.5486,0.761,0.2124,2,0.0,0.4836,0.0,1.7857,73.72,97.1,90.18,5.49,88.18,annual_decision_evidence_not_monthly_discount,11,0,2,1,existing_living_zone,LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-03,3,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,27,13,1,1437.14,1437.14,27,0.9,295.2,3542.4,267.01,28.19,0.9045,0.0955,-0.0542,0.0,0.0,0.0,0.7358,0.6775,-0.0583,2,0.0,0.749,0.0,0.0,70.48,95.51,100.0,2.31,89.33,annual_decision_evidence_not_monthly_discount,12,0,1,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-04,4,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,27,13,1,825.66,825.66,27,0.9,298.8,3585.6,210.67,88.13,0.7051,0.2949,0.017,0.0,0.0,0.0,0.7168,0.6693,-0.0475,2,0.0,0.4747,0.0,1.1347,70.12,97.15,93.76,4.29,88.07,annual_decision_evidence_not_monthly_discount,9,0,3,1,existing_living_zone,LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-05,5,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,25,15,1,797.33,797.33,25,0.9,313.2,3758.4,124.76,188.44,0.3983,0.6017,0.3235,0.0,0.0,0.0,0.707,0.6386,-0.0684,2,0.0,0.8015,0.0,0.5307,68.68,93.97,92.05,37.0,79.81,annual_decision_evidence_not_monthly_discount,6,3,5,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-06,6,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,27,14,1,1321.73,1321.73,27,0.9,295.2,3542.4,275.55,19.65,0.9334,0.0666,-0.2247,0.0,0.0,0.0,0.6779,0.6775,-0.0004,2,0.0,0.7258,0.0,0.0,70.48,95.65,100.0,2.14,89.41,annual_decision_evidence_not_monthly_discount,13,0,1,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-07,7,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,28,13,1,1365.22,1365.22,28,0.9,302.4,3628.8,284.22,18.18,0.9399,0.0601,-0.1519,0.0,0.0,0.0,0.5085,0.6614,0.1529,2,0.0,0.7037,0.0,0.0,69.76,95.78,100.0,3.07,89.05,annual_decision_evidence_not_monthly_discount,12,0,1,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-08,8,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,26,16,1,636.73,636.73,26,0.9,316.8,3801.6,162.46,154.34,0.5128,0.4872,0.1766,0.0,0.0,0.0,0.6947,0.6313,-0.0634,2,0.0,1.2311,0.0,0.0,68.32,92.61,97.26,22.48,83.23,annual_decision_evidence_not_monthly_discount,8,0,8,0,existing_living_zone,LOW_RISK_EVENTS|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-09,9,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,28,15,1,970.36,970.36,28,0.9,309.6,3715.2,236.3,73.3,0.7632,0.2368,-0.0203,0.0,0.0,0.0,0.6698,0.646,-0.0238,2,0.0,0.4232,0.0,1.3643,69.04,97.46,92.5,2.0,88.05,annual_decision_evidence_not_monthly_discount,11,0,3,1,existing_living_zone,LOW_RISK_EVENTS|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-10,10,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,30,15,1,1418.0,1418.0,30,0.9,313.2,3758.4,296.18,17.02,0.9457,0.0543,-0.0748,0.0,0.0,0.0,0.6556,0.6386,-0.017,2,0.0,0.6753,0.0,0.0,68.68,95.95,100.0,2.0,88.99,annual_decision_evidence_not_monthly_discount,14,0,1,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-11,11,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,29,14,1,1526.45,1526.45,29,0.9,298.8,3585.6,263.28,35.52,0.8811,0.1189,0.0208,0.0,0.0,0.0,0.659,0.6693,0.0104,2,0.0,0.7596,0.0,0.0,70.12,95.44,100.0,4.62,88.74,annual_decision_evidence_not_monthly_discount,12,0,2,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_005,driver_005,stable_local_low_mileage,2026-12,12,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,29,14,1,1010.19,1010.19,29,0.9,313.2,3758.4,251.07,62.13,0.8016,0.1984,-0.0206,0.0,0.0,0.0,0.6536,0.6386,-0.015,2,0.0,0.7966,0.0,0.0,68.68,95.22,100.0,2.14,88.74,annual_decision_evidence_not_monthly_discount,11,0,3,0,existing_living_zone,LOW_RISK_EVENTS|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE_DRIVING|STABLE_IN_ZONE_DRIVING,stable_reference
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-01,1,policy_30_30_20_20_p20_a75,pre_policy_60_day_dbscan,32,16,2,1316.41,1316.41,32,0.9,494.25,5931.0,406.81,87.44,0.8231,0.1769,-0.1328,0.0505,0.0697,0.0192,1.1231,1.0116,-0.1114,5,0.0847,0.9833,0.0,1.1436,50.57,93.08,93.71,6.61,80.52,annual_decision_evidence_not_monthly_discount,13,0,2,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-02,2,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,30,14,2,958.22,958.22,30,0.9,462.57,5550.84,438.63,23.94,0.9482,0.0518,-0.1399,0.0621,0.0682,0.006,1.0196,1.0809,0.0613,5,0.0719,1.1399,0.0,0.0,53.74,92.3,100.0,6.26,82.56,annual_decision_evidence_not_monthly_discount,13,1,0,0,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-03,3,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,17,2,825.63,825.63,31,0.9,519.6,6235.2,375.51,144.09,0.7227,0.2773,0.0912,0.094,0.0495,-0.0445,1.017,1.1547,0.1378,6,0.0,1.0652,0.1786,1.388,48.04,93.61,89.69,16.62,77.11,annual_decision_evidence_not_monthly_discount,12,0,3,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-04,4,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,17,2,777.79,777.79,31,0.9,578.53,6942.36,292.13,286.4,0.505,0.495,0.2007,0.0583,0.0654,0.0071,1.12,1.0371,-0.0829,6,0.0,1.3693,0.1322,0.6983,42.15,91.78,91.28,29.42,72.55,annual_decision_evidence_not_monthly_discount,9,0,5,3,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-05,5,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,33,17,3,668.7,668.7,33,0.9,551.28,6615.36,285.08,266.2,0.5171,0.4829,0.1149,0.0593,0.0522,-0.0071,1.1198,1.0884,-0.0315,6,0.101,1.7539,0.0,0.3757,44.87,88.26,95.28,18.7,75.26,annual_decision_evidence_not_monthly_discount,9,1,6,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-06,6,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,34,15,3,1216.02,1216.02,34,0.9,519.6,6235.2,422.6,97.0,0.8133,0.1867,-0.12,0.059,0.064,0.005,1.0621,1.1547,0.0926,6,0.0787,0.9465,0.0,2.0619,48.04,93.38,88.66,6.96,78.77,annual_decision_evidence_not_monthly_discount,12,0,1,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-07,7,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,17,2,1403.52,1403.52,31,0.9,532.27,6387.24,381.63,150.64,0.717,0.283,0.1277,0.0595,0.0612,0.0017,1.152,1.1272,-0.0248,6,0.0,1.0481,0.2164,1.3277,46.77,93.71,89.45,20.36,75.96,annual_decision_evidence_not_monthly_discount,12,0,3,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-08,8,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,19,2,1430.39,1430.39,31,0.9,613.37,7360.44,544.8,68.57,0.8882,0.1118,-0.0013,0.0641,0.0441,-0.02,1.0712,1.1412,0.07,7,0.0497,1.1013,0.0,1.4584,38.66,92.8,91.98,5.88,76.66,annual_decision_evidence_not_monthly_discount,17,0,1,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-09,9,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,34,17,2,1333.33,1333.33,34,0.9,544.94,6539.28,411.69,133.25,0.7555,0.2445,0.0355,0.0544,0.0684,0.014,1.1858,1.101,-0.0847,6,0.0,1.4574,0.2796,0.0,45.51,91.26,95.81,10.84,78.03,annual_decision_evidence_not_monthly_discount,13,0,3,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-10,10,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,35,18,2,1283.63,1283.63,35,0.9,606.4,7276.8,570.58,35.82,0.9409,0.0591,-0.1494,0.0329,0.0404,0.0074,1.1492,1.1544,0.0052,7,0.0429,1.2268,0.0,0.0,39.36,92.12,100.0,6.6,78.12,annual_decision_evidence_not_monthly_discount,17,0,1,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-11,11,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,34,15,2,956.7,956.7,34,0.9,525.93,6311.16,199.04,326.89,0.3785,0.6215,0.312,0.0556,0.0544,-0.0012,1.1717,1.1408,-0.0309,6,0.1437,1.5072,0.0,0.9177,47.41,87.77,89.52,41.0,70.26,annual_decision_evidence_not_monthly_discount,6,0,7,2,out_zone_safe_driving,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_006,driver_006,stable_outer_safe,2026-12,12,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,32,17,2,1346.68,1346.68,32,0.9,551.26,6615.12,525.51,25.75,0.9533,0.0467,-0.1238,0.0481,0.0564,0.0083,1.0862,1.0884,0.0023,6,0.0592,1.1417,0.0,0.0,44.87,92.44,100.0,6.14,79.97,annual_decision_evidence_not_monthly_discount,16,0,1,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-01,1,policy_30_30_20_20_p20_a75,pre_policy_60_day_dbscan,31,13,3,656.76,656.76,31,0.9,448.62,5383.44,315.47,133.15,0.7032,0.2968,0.0105,0.0668,0.0969,0.0301,1.1342,1.1145,-0.0197,5,0.1378,1.2679,0.0,0.751,55.14,90.74,95.87,10.0,80.94,annual_decision_evidence_not_monthly_discount,9,0,3,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-02,2,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,26,13,3,629.81,629.81,26,0.9,419.87,5038.44,323.96,95.91,0.7716,0.2284,-0.0166,0.081,0.0699,-0.0111,1.009,1.1908,0.1819,5,0.0906,1.2347,0.0,1.0426,58.01,91.5,94.27,6.68,82.37,annual_decision_evidence_not_monthly_discount,10,0,2,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-03,3,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,26,15,3,552.95,552.95,26,0.9,471.63,5659.56,268.34,203.29,0.569,0.431,0.0579,0.0838,0.063,-0.0209,1.1514,1.0602,-0.0913,5,0.1106,1.4906,0.0,0.4919,52.84,89.73,95.67,11.75,79.56,annual_decision_evidence_not_monthly_discount,9,1,4,1,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-04,4,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,28,16,3,582.99,582.99,28,0.9,525.12,6301.44,310.35,214.77,0.591,0.409,0.0734,0.0662,0.0762,0.01,1.1217,1.1426,0.0209,6,0.129,0.9667,0.0,1.3968,47.49,92.65,91.14,15.29,77.21,annual_decision_evidence_not_monthly_discount,10,0,4,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-05,5,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,30,16,4,472.71,500.0,30,0.9,500.39,6004.68,407.39,93.0,0.8141,0.1859,-0.1358,0.0717,0.0643,-0.0074,1.029,1.1991,0.17,6,0.079,0.7364,0.0,3.2258,49.96,94.63,82.26,6.47,78.53,annual_decision_evidence_not_monthly_discount,13,0,1,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-06,6,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,14,3,685.9,685.9,31,0.9,471.63,5659.56,402.11,69.52,0.8526,0.1474,-0.0703,0.0723,0.0571,-0.0152,1.0009,1.0602,0.0593,5,0.0,1.2434,0.3875,0.0,52.84,92.54,94.19,5.65,81.32,annual_decision_evidence_not_monthly_discount,12,0,1,1,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-07,7,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,29,15,3,509.47,509.47,29,0.9,483.13,5797.56,250.19,232.94,0.5179,0.4821,0.1983,0.0627,0.0569,-0.0058,1.1656,1.0349,-0.1307,5,0.1098,1.1991,0.0,0.8586,51.69,91.49,92.64,28.14,75.85,annual_decision_evidence_not_monthly_discount,8,1,4,2,existing_living_zone,CANDIDATE_LIVING_ZONE|LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-08,8,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,28,17,2,668.5,668.5,28,0.9,556.75,6681.0,282.7,274.05,0.5078,0.4922,0.2017,0.0587,0.058,-0.0007,1.0787,1.0777,-0.0011,6,0.1143,1.0612,0.0,1.0947,44.33,92.26,91.14,28.83,73.44,annual_decision_evidence_not_monthly_discount,9,0,6,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-09,9,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,15,3,688.7,688.7,31,0.9,494.64,5935.68,469.47,25.17,0.9491,0.0509,-0.1962,0.0594,0.0653,0.0059,1.0925,1.0108,-0.0817,5,0.0688,1.065,0.0,0.0,50.54,92.78,100.0,5.59,81.88,annual_decision_evidence_not_monthly_discount,14,0,1,0,existing_living_zone,LOW_NIGHT_DRIVING|NO_STRONG_RISK_CHANGE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-10,10,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,31,18,3,664.0,664.0,31,0.9,550.43,6605.16,415.76,134.67,0.7553,0.2447,-0.0182,0.0632,0.0493,-0.0139,1.076,1.0901,0.0141,6,0.0652,0.9621,0.0,1.4851,44.96,93.44,91.83,5.07,78.87,annual_decision_evidence_not_monthly_discount,13,0,3,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
senior-monthly-score-table/v1,cust_007,driver_007,stable_outer_safe,2026-11,11,policy_30_30_20_20_p20_a75,rolling_60_day_dbscan,32,14,3,420.54,500.0,32,0.9,477.38,5728.56,252.14,225.24,0.5282,0.4718,0.2572,0.0589,0.06,0.0011,0.9917,1.0474,0.0557,5,0.0,1.5864,0.1272,0.444,52.26,90.48,93.21,35.75,74.31,annual_decision_evidence_not_monthly_discount,7,0,5,2,existing_living_zone,LOW_NIGHT_DRIVING|OUT_ZONE_PATTERN_CHANGE_RISK|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE|OUT_ZONE_SAFE_DRIVING,safe_outer_repeat
