trip_id,visit_event_id,driver_id,designed_type,environment_id,dataset_partition,data_quality,month,period_role,visit_date,visit_label,latitude,longitude,trip_distance_km,risk_event_count,data_coverage_pct,source_status
gaip-048-202511-03,visit-gaip-048-202511-03,gaip-048,in_zone_risky,wide_low_density,development,good,2025-11,baseline,2025-11-15,Routine Hub A,36.993035,128.391171,16.75,2,99.8,simulated
gaip-048-202511-04,visit-gaip-048-202511-04,gaip-048,in_zone_risky,wide_low_density,development,good,2025-11,baseline,2025-11-18,Routine Hub B,37.009141,128.408729,27.86,1,95.6,simulated
gaip-048-202511-05,visit-gaip-048-202511-05,gaip-048,in_zone_risky,wide_low_density,development,good,2025-11,baseline,2025-11-21,Routine Hub A,36.992699,128.391245,18.94,1,95.5,simulated
gaip-048-202512-01,visit-gaip-048-202512-01,gaip-048,in_zone_risky,wide_low_density,development,good,2025-12,baseline,2025-12-09,New Hub,37.152819,128.247546,35.74,2,96.3,simulated
gaip-048-202512-02,visit-gaip-048-202512-02,gaip-048,in_zone_risky,wide_low_density,development,good,2025-12,baseline,2025-12-12,Routine Hub A,36.993067,128.390402,17.35,1,96.6,simulated
gaip-048-202512-03,visit-gaip-048-202512-03,gaip-048,in_zone_risky,wide_low_density,development,good,2025-12,baseline,2025-12-15,Routine Hub A,36.994303,128.391887,14.34,1,99.9,simulated
gaip-048-202512-04,visit-gaip-048-202512-04,gaip-048,in_zone_risky,wide_low_density,development,good,2025-12,baseline,2025-12-18,Routine Hub A,36.994239,128.390195,15.72,2,97.1,simulated
gaip-048-202512-05,visit-gaip-048-202512-05,gaip-048,in_zone_risky,wide_low_density,development,good,2025-12,baseline,2025-12-21,Routine Hub A,36.993991,128.391567,15.69,2,98.7,simulated
gaip-048-202601-01,visit-gaip-048-202601-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-01,evaluation,2026-01-09,Routine Hub B,37.009721,128.410181,28.33,1,97.1,simulated
gaip-048-202601-02,visit-gaip-048-202601-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-01,evaluation,2026-01-12,Routine Hub A,36.993101,128.390743,16.48,2,96.5,simulated
gaip-048-202601-03,visit-gaip-048-202601-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-01,evaluation,2026-01-15,New Hub,37.153624,128.248305,29.88,1,96.9,simulated
gaip-048-202601-04,visit-gaip-048-202601-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-01,evaluation,2026-01-18,Routine Hub A,36.993643,128.391132,16.16,2,96.9,simulated
gaip-048-202601-05,visit-gaip-048-202601-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-01,evaluation,2026-01-21,Routine Hub A,36.993529,128.39128,18.76,2,97.2,simulated
gaip-048-202602-01,visit-gaip-048-202602-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-02,evaluation,2026-02-09,Routine Hub B,37.010006,128.41018,23.27,1,99.6,simulated
gaip-048-202602-02,visit-gaip-048-202602-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-02,evaluation,2026-02-12,Routine Hub A,36.993339,128.390083,13.86,1,98.1,simulated
gaip-048-202602-03,visit-gaip-048-202602-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-02,evaluation,2026-02-15,Routine Hub B,37.010343,128.410139,25.63,1,95.1,simulated
gaip-048-202602-04,visit-gaip-048-202602-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-02,evaluation,2026-02-18,Routine Hub A,36.994275,128.391474,14.1,1,96.5,simulated
gaip-048-202602-05,visit-gaip-048-202602-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-02,evaluation,2026-02-21,Routine Hub A,36.99393,128.391871,16.22,1,95.6,simulated
gaip-048-202603-01,visit-gaip-048-202603-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-03,evaluation,2026-03-09,Routine Hub B,37.009811,128.410299,22.6,2,95.1,simulated
gaip-048-202603-02,visit-gaip-048-202603-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-03,evaluation,2026-03-12,Routine Hub A,36.99459,128.391387,16.97,2,98.8,simulated
gaip-048-202603-03,visit-gaip-048-202603-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-03,evaluation,2026-03-15,Routine Hub B,37.008683,128.409791,26.41,1,96.9,simulated
gaip-048-202603-04,visit-gaip-048-202603-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-03,evaluation,2026-03-18,Routine Hub B,37.009833,128.410789,30.14,1,97.1,simulated
gaip-048-202603-05,visit-gaip-048-202603-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-03,evaluation,2026-03-21,New Hub,37.152989,128.247676,31.86,2,97.0,simulated
gaip-048-202604-01,visit-gaip-048-202604-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-04,evaluation,2026-04-09,Routine Hub B,37.008637,128.410819,24.52,2,99.5,simulated
gaip-048-202604-02,visit-gaip-048-202604-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-04,evaluation,2026-04-12,Routine Hub A,36.992752,128.390495,17.09,1,96.6,simulated
gaip-048-202604-03,visit-gaip-048-202604-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-04,evaluation,2026-04-15,Routine Hub A,36.993576,128.389951,13.9,1,95.5,simulated
gaip-048-202604-04,visit-gaip-048-202604-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-04,evaluation,2026-04-18,Routine Hub A,36.992998,128.391033,16.95,2,95.3,simulated
gaip-048-202604-05,visit-gaip-048-202604-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-04,evaluation,2026-04-21,New Hub,37.152773,128.24723,28.77,2,99.6,simulated
gaip-048-202605-01,visit-gaip-048-202605-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-05,evaluation,2026-05-09,Routine Hub A,36.992534,128.390776,16.37,1,97.5,simulated
gaip-048-202605-02,visit-gaip-048-202605-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-05,evaluation,2026-05-12,Routine Hub A,36.992931,128.389672,15.75,2,96.0,simulated
gaip-048-202605-03,visit-gaip-048-202605-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-05,evaluation,2026-05-15,Routine Hub A,36.993059,128.391425,18.35,1,96.8,simulated
gaip-048-202605-04,visit-gaip-048-202605-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-05,evaluation,2026-05-18,Routine Hub A,36.994034,128.391258,14.65,2,98.6,simulated
gaip-048-202605-05,visit-gaip-048-202605-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-05,evaluation,2026-05-21,Routine Hub B,37.008728,128.410285,30.67,1,99.2,simulated
gaip-048-202606-01,visit-gaip-048-202606-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-06,evaluation,2026-06-09,New Hub,37.152497,128.247111,30.52,2,99.1,simulated
gaip-048-202606-02,visit-gaip-048-202606-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-06,evaluation,2026-06-12,Routine Hub A,36.994253,128.390294,18.7,2,99.5,simulated
gaip-048-202606-03,visit-gaip-048-202606-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-06,evaluation,2026-06-15,New Hub,37.152517,128.246927,35.53,1,97.7,simulated
gaip-048-202606-04,visit-gaip-048-202606-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-06,evaluation,2026-06-18,Routine Hub A,36.99307,128.391533,17.71,2,98.9,simulated
gaip-048-202606-05,visit-gaip-048-202606-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-06,evaluation,2026-06-21,Routine Hub A,36.993628,128.39035,18.88,1,99.8,simulated
gaip-048-202607-01,visit-gaip-048-202607-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-07,evaluation,2026-07-09,Routine Hub A,36.993251,128.390662,17.78,1,95.8,simulated
gaip-048-202607-02,visit-gaip-048-202607-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-07,evaluation,2026-07-12,Routine Hub B,37.009381,128.409717,25.84,2,99.9,simulated
gaip-048-202607-03,visit-gaip-048-202607-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-07,evaluation,2026-07-15,New Hub,37.152264,128.248479,35.78,1,96.5,simulated
gaip-048-202607-04,visit-gaip-048-202607-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-07,evaluation,2026-07-18,Routine Hub A,36.992992,128.391033,15.87,1,99.0,simulated
gaip-048-202607-05,visit-gaip-048-202607-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-07,evaluation,2026-07-21,New Hub,37.153109,128.248445,32.11,2,99.1,simulated
gaip-048-202608-01,visit-gaip-048-202608-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-08,evaluation,2026-08-09,Routine Hub A,36.994066,128.391949,16.61,2,98.3,simulated
gaip-048-202608-02,visit-gaip-048-202608-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-08,evaluation,2026-08-12,Routine Hub A,36.9931,128.391227,18.89,2,97.1,simulated
gaip-048-202608-03,visit-gaip-048-202608-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-08,evaluation,2026-08-15,Routine Hub A,36.993945,128.390348,16.81,1,99.1,simulated
gaip-048-202608-04,visit-gaip-048-202608-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-08,evaluation,2026-08-18,Routine Hub A,36.994007,128.391735,16.17,1,95.6,simulated
gaip-048-202608-05,visit-gaip-048-202608-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-08,evaluation,2026-08-21,New Hub,37.15299,128.248615,38.36,2,99.9,simulated
gaip-048-202609-01,visit-gaip-048-202609-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-09,evaluation,2026-09-09,New Hub,37.152729,128.246795,30.44,1,98.6,simulated
gaip-048-202609-02,visit-gaip-048-202609-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-09,evaluation,2026-09-12,Routine Hub A,36.993919,128.390659,15.15,1,99.1,simulated
gaip-048-202609-03,visit-gaip-048-202609-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-09,evaluation,2026-09-15,Routine Hub A,36.993841,128.390579,17.22,2,99.9,simulated
gaip-048-202609-04,visit-gaip-048-202609-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-09,evaluation,2026-09-18,Routine Hub A,36.994183,128.390998,15.43,1,96.3,simulated
gaip-048-202609-05,visit-gaip-048-202609-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-09,evaluation,2026-09-21,Routine Hub B,37.009149,128.409533,27.67,1,99.9,simulated
gaip-048-202610-01,visit-gaip-048-202610-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-10,evaluation,2026-10-09,Routine Hub A,36.993273,128.390427,16.35,1,98.9,simulated
gaip-048-202610-02,visit-gaip-048-202610-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-10,evaluation,2026-10-12,New Hub,37.152302,128.247183,33.98,1,99.1,simulated
gaip-048-202610-03,visit-gaip-048-202610-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-10,evaluation,2026-10-15,Routine Hub A,36.994078,128.391148,14.43,1,95.9,simulated
gaip-048-202610-04,visit-gaip-048-202610-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-10,evaluation,2026-10-18,New Hub,37.152795,128.247354,37.31,1,96.0,simulated
gaip-048-202610-05,visit-gaip-048-202610-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-10,evaluation,2026-10-21,New Hub,37.152628,128.247478,37.95,2,97.3,simulated
gaip-048-202611-01,visit-gaip-048-202611-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-11,evaluation,2026-11-09,Routine Hub A,36.993914,128.390481,17.88,1,97.4,simulated
gaip-048-202611-02,visit-gaip-048-202611-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-11,evaluation,2026-11-12,New Hub,37.152383,128.247894,35.41,1,99.3,simulated
gaip-048-202611-03,visit-gaip-048-202611-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-11,evaluation,2026-11-15,Routine Hub B,37.009787,128.410154,29.91,1,99.8,simulated
gaip-048-202611-04,visit-gaip-048-202611-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-11,evaluation,2026-11-18,Routine Hub B,37.009647,128.410567,29.7,2,99.1,simulated
gaip-048-202611-05,visit-gaip-048-202611-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-11,evaluation,2026-11-21,New Hub,37.151915,128.248112,31.56,2,98.9,simulated
gaip-048-202612-01,visit-gaip-048-202612-01,gaip-048,in_zone_risky,wide_low_density,development,good,2026-12,evaluation,2026-12-09,Routine Hub A,36.993864,128.391024,14.56,1,97.5,simulated
gaip-048-202612-02,visit-gaip-048-202612-02,gaip-048,in_zone_risky,wide_low_density,development,good,2026-12,evaluation,2026-12-12,Routine Hub A,36.994575,128.39095,16.72,1,98.9,simulated
gaip-048-202612-03,visit-gaip-048-202612-03,gaip-048,in_zone_risky,wide_low_density,development,good,2026-12,evaluation,2026-12-15,Routine Hub A,36.992517,128.390678,14.06,2,97.7,simulated
gaip-048-202612-04,visit-gaip-048-202612-04,gaip-048,in_zone_risky,wide_low_density,development,good,2026-12,evaluation,2026-12-18,New Hub,37.152438,128.24848,32.6,1,96.3,simulated
gaip-048-202612-05,visit-gaip-048-202612-05,gaip-048,in_zone_risky,wide_low_density,development,good,2026-12,evaluation,2026-12-21,Routine Hub A,36.994368,128.390697,18.84,1,95.6,simulated
gaip-048-202612-06,visit-gaip-048-202612-06,gaip-048,in_zone_risky,wide_low_density,development,good,2026-12,evaluation,2026-12-24,Routine Hub A,36.994068,128.390467,16.38,1,96.8,simulated
gaip-049-202511-01,visit-gaip-049-202511-01,gaip-049,in_zone_risky,dense_urban,development,good,2025-11,baseline,2025-11-11,Routine Hub A,37.578398,126.064086,4.29,2,99.4,simulated
gaip-049-202511-02,visit-gaip-049-202511-02,gaip-049,in_zone_risky,dense_urban,development,good,2025-11,baseline,2025-11-14,Routine Hub A,37.578271,126.063864,4.21,2,95.0,simulated
gaip-049-202511-03,visit-gaip-049-202511-03,gaip-049,in_zone_risky,dense_urban,development,good,2025-11,baseline,2025-11-17,Routine Hub B,37.583175,126.069719,6.11,2,98.7,simulated
gaip-049-202511-04,visit-gaip-049-202511-04,gaip-049,in_zone_risky,dense_urban,development,good,2025-11,baseline,2025-11-20,Routine Hub B,37.58301,126.06943,7.27,2,97.4,simulated
gaip-049-202511-05,visit-gaip-049-202511-05,gaip-049,in_zone_risky,dense_urban,development,good,2025-11,baseline,2025-11-23,Routine Hub A,37.578025,126.063926,3.64,2,98.7,simulated
gaip-049-202512-01,visit-gaip-049-202512-01,gaip-049,in_zone_risky,dense_urban,development,good,2025-12,baseline,2025-12-11,Routine Hub A,37.578335,126.063887,4.42,2,96.3,simulated
gaip-049-202512-02,visit-gaip-049-202512-02,gaip-049,in_zone_risky,dense_urban,development,good,2025-12,baseline,2025-12-14,Routine Hub A,37.57808,126.063798,4.11,2,97.4,simulated
gaip-049-202512-03,visit-gaip-049-202512-03,gaip-049,in_zone_risky,dense_urban,development,good,2025-12,baseline,2025-12-17,Routine Hub A,37.578188,126.063932,3.63,2,98.7,simulated
gaip-049-202512-04,visit-gaip-049-202512-04,gaip-049,in_zone_risky,dense_urban,development,good,2025-12,baseline,2025-12-20,Routine Hub A,37.578303,126.063894,4.29,2,97.8,simulated
gaip-049-202512-05,visit-gaip-049-202512-05,gaip-049,in_zone_risky,dense_urban,development,good,2025-12,baseline,2025-12-23,Routine Hub A,37.578237,126.063904,3.9,2,96.3,simulated
gaip-049-202512-06,visit-gaip-049-202512-06,gaip-049,in_zone_risky,dense_urban,development,good,2025-12,baseline,2025-12-26,Routine Hub A,37.578278,126.06424,4.64,2,97.0,simulated
gaip-049-202601-01,visit-gaip-049-202601-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-01,evaluation,2026-01-11,Routine Hub A,37.578491,126.064115,4.5,2,97.4,simulated
gaip-049-202601-02,visit-gaip-049-202601-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-01,evaluation,2026-01-14,Routine Hub A,37.578305,126.063738,4.6,1,95.1,simulated
gaip-049-202601-03,visit-gaip-049-202601-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-01,evaluation,2026-01-17,Routine Hub A,37.578139,126.064041,3.93,2,97.9,simulated
gaip-049-202601-04,visit-gaip-049-202601-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-01,evaluation,2026-01-20,Routine Hub A,37.578379,126.064144,4.48,2,96.8,simulated
gaip-049-202601-05,visit-gaip-049-202601-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-01,evaluation,2026-01-23,Routine Hub B,37.582868,126.069865,7.73,2,95.8,simulated
gaip-049-202601-06,visit-gaip-049-202601-06,gaip-049,in_zone_risky,dense_urban,development,good,2026-01,evaluation,2026-01-26,Routine Hub A,37.578546,126.063918,4.08,2,99.4,simulated
gaip-049-202602-01,visit-gaip-049-202602-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-02,evaluation,2026-02-11,Routine Hub A,37.577988,126.064086,4.74,1,95.5,simulated
gaip-049-202602-02,visit-gaip-049-202602-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-02,evaluation,2026-02-14,Routine Hub A,37.57816,126.063886,3.43,2,98.2,simulated
gaip-049-202602-03,visit-gaip-049-202602-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-02,evaluation,2026-02-17,Routine Hub B,37.583249,126.069435,7.78,2,96.2,simulated
gaip-049-202602-04,visit-gaip-049-202602-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-02,evaluation,2026-02-20,New Hub,37.61606,126.030118,7.66,2,97.1,simulated
gaip-049-202602-05,visit-gaip-049-202602-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-02,evaluation,2026-02-23,Routine Hub A,37.578367,126.063757,4.62,2,95.5,simulated
gaip-049-202603-01,visit-gaip-049-202603-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-03,evaluation,2026-03-11,Routine Hub B,37.582973,126.069409,7.03,2,96.9,simulated
gaip-049-202603-02,visit-gaip-049-202603-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-03,evaluation,2026-03-14,Routine Hub B,37.582983,126.069494,7.76,2,95.1,simulated
gaip-049-202603-03,visit-gaip-049-202603-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-03,evaluation,2026-03-17,New Hub,37.616063,126.030632,9.18,2,95.1,simulated
gaip-049-202603-04,visit-gaip-049-202603-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-03,evaluation,2026-03-20,New Hub,37.615931,126.030573,9.51,2,98.5,simulated
gaip-049-202603-05,visit-gaip-049-202603-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-03,evaluation,2026-03-23,Routine Hub A,37.578212,126.063873,3.47,1,97.1,simulated
gaip-049-202604-01,visit-gaip-049-202604-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-04,evaluation,2026-04-11,Routine Hub A,37.578424,126.064212,4.26,2,100.0,simulated
gaip-049-202604-02,visit-gaip-049-202604-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-04,evaluation,2026-04-14,Routine Hub A,37.578326,126.0637,3.82,2,97.8,simulated
gaip-049-202604-03,visit-gaip-049-202604-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-04,evaluation,2026-04-17,Routine Hub A,37.578399,126.064302,4.29,2,98.8,simulated
gaip-049-202604-04,visit-gaip-049-202604-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-04,evaluation,2026-04-20,New Hub,37.616141,126.030716,8.91,2,97.1,simulated
gaip-049-202604-05,visit-gaip-049-202604-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-04,evaluation,2026-04-23,Routine Hub B,37.583073,126.069681,7.25,2,99.1,simulated
gaip-049-202605-01,visit-gaip-049-202605-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-05,evaluation,2026-05-11,Routine Hub A,37.57801,126.063876,4.06,2,99.2,simulated
gaip-049-202605-02,visit-gaip-049-202605-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-05,evaluation,2026-05-14,Routine Hub A,37.578536,126.064063,3.44,2,99.8,simulated
gaip-049-202605-03,visit-gaip-049-202605-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-05,evaluation,2026-05-17,Routine Hub B,37.583353,126.069803,6.47,1,98.9,simulated
gaip-049-202605-04,visit-gaip-049-202605-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-05,evaluation,2026-05-20,Routine Hub A,37.578075,126.064131,4.72,2,99.0,simulated
gaip-049-202605-05,visit-gaip-049-202605-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-05,evaluation,2026-05-23,Routine Hub B,37.582884,126.069416,5.89,2,96.6,simulated
gaip-049-202606-01,visit-gaip-049-202606-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-06,evaluation,2026-06-11,Routine Hub A,37.578518,126.063802,4.61,2,96.8,simulated
gaip-049-202606-02,visit-gaip-049-202606-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-06,evaluation,2026-06-14,Routine Hub A,37.578211,126.064217,4.42,2,97.6,simulated
gaip-049-202606-03,visit-gaip-049-202606-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-06,evaluation,2026-06-17,New Hub,37.616106,126.030599,8.67,2,95.9,simulated
gaip-049-202606-04,visit-gaip-049-202606-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-06,evaluation,2026-06-20,Routine Hub A,37.578312,126.064022,3.73,2,97.7,simulated
gaip-049-202606-05,visit-gaip-049-202606-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-06,evaluation,2026-06-23,Routine Hub B,37.583032,126.069563,7.63,1,95.1,simulated
gaip-049-202607-01,visit-gaip-049-202607-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-07,evaluation,2026-07-11,Routine Hub A,37.578205,126.064145,4.57,2,95.8,simulated
gaip-049-202607-02,visit-gaip-049-202607-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-07,evaluation,2026-07-14,New Hub,37.616329,126.030281,9.52,2,95.4,simulated
gaip-049-202607-03,visit-gaip-049-202607-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-07,evaluation,2026-07-17,Routine Hub B,37.583169,126.069777,6.47,1,97.9,simulated
gaip-049-202607-04,visit-gaip-049-202607-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-07,evaluation,2026-07-20,Routine Hub A,37.578237,126.063828,3.79,2,95.3,simulated
gaip-049-202607-05,visit-gaip-049-202607-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-07,evaluation,2026-07-23,Routine Hub A,37.578143,126.06401,4.44,2,95.1,simulated
gaip-049-202608-01,visit-gaip-049-202608-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-08,evaluation,2026-08-11,New Hub,37.615955,126.030497,7.38,2,96.3,simulated
gaip-049-202608-02,visit-gaip-049-202608-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-08,evaluation,2026-08-14,Routine Hub A,37.578039,126.063932,4.76,2,97.3,simulated
gaip-049-202608-03,visit-gaip-049-202608-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-08,evaluation,2026-08-17,Routine Hub B,37.582903,126.069488,6.4,2,96.2,simulated
gaip-049-202608-04,visit-gaip-049-202608-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-08,evaluation,2026-08-20,Routine Hub A,37.5781,126.063871,3.85,2,97.5,simulated
gaip-049-202608-05,visit-gaip-049-202608-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-08,evaluation,2026-08-23,Routine Hub A,37.57816,126.064195,3.78,2,97.1,simulated
gaip-049-202609-01,visit-gaip-049-202609-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-09,evaluation,2026-09-11,Routine Hub A,37.578328,126.06414,4.03,2,95.2,simulated
gaip-049-202609-02,visit-gaip-049-202609-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-09,evaluation,2026-09-14,Routine Hub B,37.582913,126.069885,5.59,2,97.8,simulated
gaip-049-202609-03,visit-gaip-049-202609-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-09,evaluation,2026-09-17,Routine Hub B,37.583036,126.069534,7.53,1,98.4,simulated
gaip-049-202609-04,visit-gaip-049-202609-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-09,evaluation,2026-09-20,Routine Hub A,37.577953,126.063845,4.26,2,99.9,simulated
gaip-049-202609-05,visit-gaip-049-202609-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-09,evaluation,2026-09-23,Routine Hub A,37.578114,126.063819,3.78,2,96.7,simulated
gaip-049-202609-06,visit-gaip-049-202609-06,gaip-049,in_zone_risky,dense_urban,development,good,2026-09,evaluation,2026-09-26,Routine Hub A,37.578368,126.063789,4.47,2,97.3,simulated
gaip-049-202610-01,visit-gaip-049-202610-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-10,evaluation,2026-10-11,Routine Hub A,37.578101,126.064392,3.74,2,95.3,simulated
gaip-049-202610-02,visit-gaip-049-202610-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-10,evaluation,2026-10-14,New Hub,37.615906,126.030466,7.16,2,99.0,simulated
gaip-049-202610-03,visit-gaip-049-202610-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-10,evaluation,2026-10-17,Routine Hub A,37.578271,126.064097,3.68,2,96.5,simulated
gaip-049-202610-04,visit-gaip-049-202610-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-10,evaluation,2026-10-20,Routine Hub A,37.578293,126.064272,4.61,2,97.9,simulated
gaip-049-202610-05,visit-gaip-049-202610-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-10,evaluation,2026-10-23,Routine Hub A,37.578047,126.064329,3.43,2,98.6,simulated
gaip-049-202611-01,visit-gaip-049-202611-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-11,evaluation,2026-11-11,Routine Hub A,37.578025,126.063686,3.45,2,97.7,simulated
gaip-049-202611-02,visit-gaip-049-202611-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-11,evaluation,2026-11-14,Routine Hub A,37.577937,126.06386,4.47,2,95.0,simulated
gaip-049-202611-03,visit-gaip-049-202611-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-11,evaluation,2026-11-17,New Hub,37.616091,126.030624,8.89,2,97.1,simulated
gaip-049-202611-04,visit-gaip-049-202611-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-11,evaluation,2026-11-20,New Hub,37.616272,126.03078,7.48,2,96.9,simulated
gaip-049-202611-05,visit-gaip-049-202611-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-11,evaluation,2026-11-23,New Hub,37.616152,126.030585,8.58,2,97.8,simulated
gaip-049-202612-01,visit-gaip-049-202612-01,gaip-049,in_zone_risky,dense_urban,development,good,2026-12,evaluation,2026-12-11,Routine Hub A,37.578103,126.064114,3.69,1,98.6,simulated
gaip-049-202612-02,visit-gaip-049-202612-02,gaip-049,in_zone_risky,dense_urban,development,good,2026-12,evaluation,2026-12-14,Routine Hub A,37.578151,126.063938,4.68,2,98.8,simulated
gaip-049-202612-03,visit-gaip-049-202612-03,gaip-049,in_zone_risky,dense_urban,development,good,2026-12,evaluation,2026-12-17,Routine Hub B,37.583151,126.069645,7.5,1,95.2,simulated
gaip-049-202612-04,visit-gaip-049-202612-04,gaip-049,in_zone_risky,dense_urban,development,good,2026-12,evaluation,2026-12-20,Routine Hub B,37.583359,126.069828,7.22,2,97.2,simulated
gaip-049-202612-05,visit-gaip-049-202612-05,gaip-049,in_zone_risky,dense_urban,development,good,2026-12,evaluation,2026-12-23,Routine Hub B,37.582995,126.069345,7.33,2,98.3,simulated
