candidate_id,rank,threshold_candidate_id,care_threshold,care_threshold_percentile,tier_threshold_json,w_mileage,w_in_zone,w_out_zone_safe,w_out_zone_change,customer_id,persona_type,risk_change_target,expected_care_decision,proxy_label_is_target,mileage_baseline_score,in_zone_safe_score,out_zone_safe_score,risk_change_score,senior_safe_mileage_score,baseline_detected,proposed_detected,tier,care_decision
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_008,stable_outer_safe,False,기본,False,31.84,92.68,92.69,9.38,71.08,False,False,B,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_009,stable_outer_safe,False,기본,False,37.1,93.12,94.53,9.44,73.41,False,False,B,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_010,stable_outer_safe,False,기본,False,54.56,98.04,88.87,17.51,78.66,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_011,recent_outer_risk_change,True,예방 케어,True,66.33,52.73,77.78,97.8,54.92,False,True,C,예방 케어
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_012,recent_outer_risk_change,True,예방 케어,True,63.7,58.45,60.44,100.0,51.92,False,True,C,예방 케어
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_013,recent_outer_risk_change,True,예방 케어,True,68.41,51.26,52.89,100.0,49.9,False,True,C,예방 케어
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_014,recent_outer_risk_change,True,예방 케어,True,64.42,61.97,72.3,89.32,57.2,False,True,C,예방 케어
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_015,recent_outer_risk_change,True,예방 케어,True,57.04,57.46,38.49,99.09,45.04,False,True,C,예방 케어
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_016,in_zone_risky_low_mileage,False,기본,False,74.04,69.31,55.93,25.54,69.06,False,False,B,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_017,in_zone_risky_low_mileage,False,기본,False,64.46,66.63,15.64,27.34,56.58,False,False,C,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_018,in_zone_risky_low_mileage,False,기본,False,64.04,58.49,72.14,28.84,65.06,False,False,B,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_019,in_zone_risky_low_mileage,False,기본,False,68.77,54.29,71.56,41.14,63.5,False,True,C,예방 케어
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_020,in_zone_risky_low_mileage,False,기본,False,75.9,65.15,100.0,24.11,77.49,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_021,medical_visit_pattern,False,기본,False,48.89,93.75,91.36,12.48,76.64,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_022,medical_visit_pattern,False,기본,False,54.89,92.52,95.78,8.67,79.82,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_023,medical_visit_pattern,False,기본,False,45.34,89.57,96.18,7.75,75.81,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_024,medical_visit_pattern,False,기본,False,58.41,92.58,100.0,11.16,81.54,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_025,medical_visit_pattern,False,기본,False,49.4,94.14,79.16,5.43,75.55,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_026,irregular_family_support,False,기본,False,44.09,82.81,100.0,27.63,71.13,False,False,B,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_027,irregular_family_support,False,기본,False,58.2,90.17,86.8,26.96,75.74,False,False,A,우대
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_028,irregular_family_support,False,기본,False,34.71,88.38,80.97,28.16,65.63,False,False,B,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_029,irregular_family_support,False,기본,False,41.6,85.7,82.12,26.13,67.77,False,False,B,기본
policy_35_30_20_15_p20_a75,15,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.3,0.2,0.15,cust_030,irregular_family_support,False,기본,False,30.06,82.41,87.05,33.98,62.56,False,False,C,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_001,stable_local_low_mileage,False,우대,False,73.06,97.6,100.0,5.28,89.06,False,False,S,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_002,stable_local_low_mileage,False,우대,False,75.5,97.55,100.0,2.34,90.34,False,False,S,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_003,stable_local_low_mileage,False,우대,False,64.88,94.57,100.0,3.43,85.56,False,False,A,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_004,stable_local_low_mileage,False,우대,False,77.85,97.29,100.0,11.26,89.75,False,False,S,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_005,stable_local_low_mileage,False,우대,False,70.55,95.6,100.0,6.69,87.37,False,False,A,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_006,stable_outer_safe,False,기본,False,45.66,94.08,96.02,5.49,77.59,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_007,stable_outer_safe,False,기본,False,52.38,96.67,90.48,6.39,79.47,False,False,A,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_008,stable_outer_safe,False,기본,False,31.84,92.68,92.69,9.38,71.08,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_009,stable_outer_safe,False,기본,False,37.1,93.12,94.53,9.44,73.41,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_010,stable_outer_safe,False,기본,False,54.56,98.04,88.87,17.51,78.66,False,False,A,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_011,recent_outer_risk_change,True,예방 케어,True,66.33,52.73,77.78,97.8,54.92,False,True,C,예방 케어
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_012,recent_outer_risk_change,True,예방 케어,True,63.7,58.45,60.44,100.0,51.92,False,True,C,예방 케어
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_013,recent_outer_risk_change,True,예방 케어,True,68.41,51.26,52.89,100.0,49.9,False,True,C,예방 케어
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_014,recent_outer_risk_change,True,예방 케어,True,64.42,61.97,72.3,89.32,57.2,False,True,C,예방 케어
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_015,recent_outer_risk_change,True,예방 케어,True,57.04,57.46,38.49,99.09,45.04,False,True,C,예방 케어
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_016,in_zone_risky_low_mileage,False,기본,False,74.04,69.31,55.93,25.54,69.06,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_017,in_zone_risky_low_mileage,False,기본,False,64.46,66.63,15.64,27.34,56.58,False,False,C,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_018,in_zone_risky_low_mileage,False,기본,False,64.04,58.49,72.14,28.84,65.06,False,False,C,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_019,in_zone_risky_low_mileage,False,기본,False,68.77,54.29,71.56,41.14,63.5,False,True,C,예방 케어
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_020,in_zone_risky_low_mileage,False,기본,False,75.9,65.15,100.0,24.11,77.49,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_021,medical_visit_pattern,False,기본,False,48.89,93.75,91.36,12.48,76.64,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_022,medical_visit_pattern,False,기본,False,54.89,92.52,95.78,8.67,79.82,False,False,A,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_023,medical_visit_pattern,False,기본,False,45.34,89.57,96.18,7.75,75.81,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_024,medical_visit_pattern,False,기본,False,58.41,92.58,100.0,11.16,81.54,False,False,A,우대
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_025,medical_visit_pattern,False,기본,False,49.4,94.14,79.16,5.43,75.55,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_026,irregular_family_support,False,기본,False,44.09,82.81,100.0,27.63,71.13,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_027,irregular_family_support,False,기본,False,58.2,90.17,86.8,26.96,75.74,False,False,B,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_028,irregular_family_support,False,기본,False,34.71,88.38,80.97,28.16,65.63,False,False,C,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_029,irregular_family_support,False,기본,False,41.6,85.7,82.12,26.13,67.77,False,False,C,기본
policy_35_30_20_15_p20_a78,16,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.3,0.2,0.15,cust_030,irregular_family_support,False,기본,False,30.06,82.41,87.05,33.98,62.56,False,False,C,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_001,stable_local_low_mileage,False,우대,False,73.06,97.6,100.0,5.28,88.67,False,False,S,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_002,stable_local_low_mileage,False,우대,False,75.5,97.55,100.0,2.34,90.1,False,False,S,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_003,stable_local_low_mileage,False,우대,False,64.88,94.57,100.0,3.43,85.12,False,False,S,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_004,stable_local_low_mileage,False,우대,False,77.85,97.29,100.0,11.26,89.05,False,False,S,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_005,stable_local_low_mileage,False,우대,False,70.55,95.6,100.0,6.69,86.81,False,False,S,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_006,stable_outer_safe,False,기본,False,45.66,94.08,96.02,5.49,77.41,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_007,stable_outer_safe,False,기본,False,52.38,96.67,90.48,6.39,79.94,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_008,stable_outer_safe,False,기본,False,31.84,92.68,92.69,9.38,70.97,False,False,B,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_009,stable_outer_safe,False,기본,False,37.1,93.12,94.53,9.44,73.14,False,False,B,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_010,stable_outer_safe,False,기본,False,54.56,98.04,88.87,17.51,78.8,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_011,recent_outer_risk_change,True,예방 케어,True,66.33,52.73,77.78,97.8,49.89,False,True,C,예방 케어
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_012,recent_outer_risk_change,True,예방 케어,True,63.7,58.45,60.44,100.0,48.8,False,True,C,예방 케어
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_013,recent_outer_risk_change,True,예방 케어,True,68.41,51.26,52.89,100.0,47.17,False,True,C,예방 케어
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_014,recent_outer_risk_change,True,예방 케어,True,64.42,61.97,72.3,89.32,53.6,False,True,C,예방 케어
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_015,recent_outer_risk_change,True,예방 케어,True,57.04,57.46,38.49,99.09,44.11,False,True,C,예방 케어
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_016,in_zone_risky_low_mileage,False,기본,False,74.04,69.31,55.93,25.54,70.66,False,False,B,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_017,in_zone_risky_low_mileage,False,기본,False,64.46,66.63,15.64,27.34,61.98,False,False,C,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_018,in_zone_risky_low_mileage,False,기본,False,64.04,58.49,72.14,28.84,64.33,False,False,C,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_019,in_zone_risky_low_mileage,False,기본,False,68.77,54.29,71.56,41.14,62.0,False,True,C,예방 케어
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_020,in_zone_risky_low_mileage,False,기본,False,75.9,65.15,100.0,24.11,74.55,False,False,B,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_021,medical_visit_pattern,False,기본,False,48.89,93.75,91.36,12.48,76.56,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_022,medical_visit_pattern,False,기본,False,54.89,92.52,95.78,8.67,79.44,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_023,medical_visit_pattern,False,기본,False,45.34,89.57,96.18,7.75,75.29,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_024,medical_visit_pattern,False,기본,False,58.41,92.58,100.0,11.16,80.61,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_025,medical_visit_pattern,False,기본,False,49.4,94.14,79.16,5.43,77.07,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_026,irregular_family_support,False,기본,False,44.09,82.81,100.0,27.63,68.89,False,False,B,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_027,irregular_family_support,False,기본,False,58.2,90.17,86.8,26.96,75.22,False,False,A,우대
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_028,irregular_family_support,False,기본,False,34.71,88.38,80.97,28.16,65.55,False,False,B,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_029,irregular_family_support,False,기본,False,41.6,85.7,82.12,26.13,67.54,False,False,B,기본
policy_35_35_10_20_p20_a75,17,threshold_p20_s85_a75_b65,41.14,0.2,"{""A"":75,""B"":65,""C"":0,""S"":85}",0.35,0.35,0.1,0.2,cust_030,irregular_family_support,False,기본,False,30.06,82.41,87.05,33.98,61.27,False,False,C,기본
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_001,stable_local_low_mileage,False,우대,False,73.06,97.6,100.0,5.28,88.67,False,False,S,우대
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_002,stable_local_low_mileage,False,우대,False,75.5,97.55,100.0,2.34,90.1,False,False,S,우대
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_003,stable_local_low_mileage,False,우대,False,64.88,94.57,100.0,3.43,85.12,False,False,A,우대
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_004,stable_local_low_mileage,False,우대,False,77.85,97.29,100.0,11.26,89.05,False,False,S,우대
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_005,stable_local_low_mileage,False,우대,False,70.55,95.6,100.0,6.69,86.81,False,False,A,우대
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_006,stable_outer_safe,False,기본,False,45.66,94.08,96.02,5.49,77.41,False,False,B,기본
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_007,stable_outer_safe,False,기본,False,52.38,96.67,90.48,6.39,79.94,False,False,A,우대
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_008,stable_outer_safe,False,기본,False,31.84,92.68,92.69,9.38,70.97,False,False,B,기본
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_009,stable_outer_safe,False,기본,False,37.1,93.12,94.53,9.44,73.14,False,False,B,기본
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_010,stable_outer_safe,False,기본,False,54.56,98.04,88.87,17.51,78.8,False,False,A,우대
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_011,recent_outer_risk_change,True,예방 케어,True,66.33,52.73,77.78,97.8,49.89,False,True,C,예방 케어
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_012,recent_outer_risk_change,True,예방 케어,True,63.7,58.45,60.44,100.0,48.8,False,True,C,예방 케어
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_013,recent_outer_risk_change,True,예방 케어,True,68.41,51.26,52.89,100.0,47.17,False,True,C,예방 케어
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_014,recent_outer_risk_change,True,예방 케어,True,64.42,61.97,72.3,89.32,53.6,False,True,C,예방 케어
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_015,recent_outer_risk_change,True,예방 케어,True,57.04,57.46,38.49,99.09,44.11,False,True,C,예방 케어
policy_35_35_10_20_p20_a78,18,threshold_p20_s88_a78_b68,41.14,0.2,"{""A"":78,""B"":68,""C"":0,""S"":88}",0.35,0.35,0.1,0.2,cust_016,in_zone_risky_low_mileage,False,기본,False,74.04,69.31,55.93,25.54,70.66,False,False,B,기본
